ID,first_name,last_name,user_name,password,email,NRIC,contact,years_of_experience,academic_1,academic_2,academic_3,academic_4,academic_5
,Fred,Riley,FredRiley,*FredRiley*321!,fred_Riley@msn.com,S7135008A,90947336,7,Diploma,,,,
,Liam,Martin,LiamMartin,*LiamMartin*321!,liam_Martin@msn.com,S7126326W,84367015,2,Master,,,,
,Luka,Terry,LukaTerry,*LukaTerry*321!,luka_Terry@msn.com,S7035659K,94708486,9,Professional Certification,,,,
,Jerry,Julian,JerryJulian,*JerryJulian*321!,jerry_Julian@alibaba.com,S8005555P,84763101,14,Professional Certification,,,,
,Conner,Perry,ConnerPerry,*ConnerPerry*321!,conner_Perry@gmail.com,S9437146I,95688815,24,Master,,,,
,Milton,Jessie,MiltonJessie,*MiltonJessie*321!,milton_Jessie@hotmail.com,S7127602V,82974882,12,PhD,,,,
,Christopher,Tommy,ChristopherTommy,*ChristopherTommy*321!,christopher_Tommy@alibaba.com,S8327028F,98717013,15,PhD,,,,
,Scott,Antonio,ScottAntonio,*ScottAntonio*321!,scott_Antonio@msn.com,S8336136J,88730726,24,Professional Certification,,,,
,Orlando,Gerald,OrlandoGerald,*OrlandoGerald*321!,orlando_Gerald@yahoo.com,S7400971G,82856647,26,Master,,,,
,Glen,Riley,GlenRiley,*GlenRiley*321!,glen_Riley@msn.com,S9618852D,82335035,4,Diploma,,,,
,Keith,Luka,KeithLuka,*KeithLuka*321!,keith_Luka@huawei.com,S9737736H,86309452,21,Bachelor,,,,
,Sandy,Shane,SandyShane,*SandyShane*321!,sandy_Shane@msn.com,S7422279B,95013151,22,PhD,,,,
,Joey,Aidan,JoeyAidan,*JoeyAidan*321!,joey_Aidan@msn.com,S8507239T,84598522,17,Professional Certification,,,,
,Kingston,Ramon,KingstonRamon,*KingstonRamon*321!,kingston_Ramon@alibaba.com,S8729705Q,97596473,9,PhD,,,,
,Troy,George,TroyGeorge,*TroyGeorge*321!,troy_George@hotmail.com,S7411632A,81460778,12,Master,,,,
,Brian,Lewis,BrianLewis,*BrianLewis*321!,brian_Lewis@msn.com,S9700123R,97560432,19,PhD,,,,
,Blake,Riley,BlakeRiley,*BlakeRiley*321!,blake_Riley@yahoo.com,S9305711R,99571157,15,Bachelor,,,,
,Seth,Paul,SethPaul,*SethPaul*321!,seth_Paul@msn.com,S9033690K,89228987,5,Diploma,,,,
,Greyson,Charlie,GreysonCharlie,*GreysonCharlie*321!,greyson_Charlie@huawei.com,S7917875R,92802208,24,PhD,,,,
,Christopher,Terry,ChristopherTerry,*ChristopherTerry*321!,christopher_Terry@huawei.com,S7820326S,86038711,4,Professional Certification,,,,
,Marshall,Arthur,MarshallArthur,*MarshallArthur*321!,marshall_Arthur@huawei.com,S9531102Y,91268111,12,Diploma,,,,
,Nathaniel,Tristin,NathanielTristin,*NathanielTristin*321!,nathaniel_Tristin@huawei.com,S8909744O,83251196,17,Bachelor,,,,
,Ron,Jerry,RonJerry,*RonJerry*321!,ron_Jerry@hotmail.com,S7336518O,83957324,29,Professional Certification,,,,
,Marion,Ivan,MarionIvan,*MarionIvan*321!,marion_Ivan@huawei.com,S7624023V,95208517,8,Master,,,,
,Martin,Conner,MartinConner,*MartinConner*321!,martin_Conner@yahoo.com,S9110216W,83101358,27,Bachelor,,,,
,Gerald,Harvey,GeraldHarvey,*GeraldHarvey*321!,gerald_Harvey@msn.com,S7321777L,88152261,18,Diploma,,,,
,Joey,Harvey,JoeyHarvey,*JoeyHarvey*321!,joey_Harvey@yahoo.com,S8026567A,92592053,5,Bachelor,,,,
,Johnny,Luka,JohnnyLuka,*JohnnyLuka*321!,johnny_Luka@msn.com,S7034363T,98461207,27,PhD,,,,
,Aidan,Albert,AidanAlbert,*AidanAlbert*321!,aidan_Albert@yahoo.com,S7235761G,99962810,5,PhD,,,,
,Nick,Lewis,NickLewis,*NickLewis*321!,nick_Lewis@hotmail.com,S9827502Q,91936282,10,PhD,,,,
,Terry,Gilbert,TerryGilbert,*TerryGilbert*321!,terry_Gilbert@msn.com,S7024762F,86285088,19,Diploma,,,,
,Christopher,Blake,ChristopherBlake,*ChristopherBlake*321!,christopher_Blake@hotmail.com,S8635988T,90811839,10,Bachelor,,,,
,Wade,Perry,WadePerry,*WadePerry*321!,wade_Perry@gmail.com,S7517773N,89784371,15,PhD,,,,
,Luka,Harold,LukaHarold,*LukaHarold*321!,luka_Harold@gmail.com,S9823135G,91693456,22,PhD,,,,
,Jaime,Neil,JaimeNeil,*JaimeNeil*321!,jaime_Neil@msn.com,S9917847S,98183319,3,PhD,,,,
,Douglas,Stuart,DouglasStuart,*DouglasStuart*321!,douglas_Stuart@hotmail.com,T0035833H,99196854,12,Professional Certification,,,,
,Terry,Ethan,TerryEthan,*TerryEthan*321!,terry_Ethan@hotmail.com,S9722019O,99091244,14,Master,,,,
,Joshua,Troy,JoshuaTroy,*JoshuaTroy*321!,joshua_Troy@yahoo.com,S7328902O,81244823,13,Professional Certification,,,,
,Seth,Craig,SethCraig,*SethCraig*321!,seth_Craig@huawei.com,S9619087F,85066898,24,Master,,,,
,Ramon,Stuart,RamonStuart,*RamonStuart*321!,ramon_Stuart@alibaba.com,S7004275I,88911173,11,Master,,,,
,Victor,Ricardo,VictorRicardo,*VictorRicardo*321!,victor_Ricardo@msn.com,S7215976T,84642705,22,Professional Certification,,,,
,Milton,Albert,MiltonAlbert,*MiltonAlbert*321!,milton_Albert@alibaba.com,S7837718M,85335673,10,Diploma,,,,
,Troy,Shane,TroyShane,*TroyShane*321!,troy_Shane@yahoo.com,S9234585Y,83691942,2,Professional Certification,,,,
,Robin,Alexis,RobinAlexis,*RobinAlexis*321!,robin_Alexis@alibaba.com,S7326657B,84508388,21,Master,,,,
,Alexis,Lewis,AlexisLewis,*AlexisLewis*321!,alexis_Lewis@huawei.com,S7819263M,85877840,23,Professional Certification,,,,
,Scott,Bruce,ScottBruce,*ScottBruce*321!,scott_Bruce@huawei.com,S9626918I,86835624,17,Bachelor,,,,
,Joshua,Nick,JoshuaNick,*JoshuaNick*321!,joshua_Nick@msn.com,S7411956A,94248038,26,Bachelor,,,,
,Conner,Philip,ConnerPhilip,*ConnerPhilip*321!,conner_Philip@huawei.com,S7508768C,83957548,20,Bachelor,,,,
,Luka,Albert,LukaAlbert,*LukaAlbert*321!,luka_Albert@gmail.com,S7202465M,99762318,8,Bachelor,,,,
,Antonio,Robin,AntonioRobin,*AntonioRobin*321!,antonio_Robin@gmail.com,S8529381K,90884596,25,Diploma,,,,
,Jessie,Jaime,JessieJaime,*JessieJaime*321!,jessie_Jaime@gmail.com,S8604424F,87969719,29,Professional Certification,,,,
,Romeo,Ted,RomeoTed,*RomeoTed*321!,romeo_Ted@hotmail.com,S8530207D,94499104,30,Diploma,,,,
,Dan,Milton,DanMilton,*DanMilton*321!,dan_Milton@msn.com,S8205881Q,95894997,3,Master,,,,
,Sandy,Douglas,SandyDouglas,*SandyDouglas*321!,sandy_Douglas@huawei.com,S1009861K,93243620,19,PhD,,,,
,Lewis,Hunter,LewisHunter,*LewisHunter*321!,lewis_Hunter@hotmail.com,S8301703C,84020265,16,Bachelor,,,,
,Jaime,Mark,JaimeMark,*JaimeMark*321!,jaime_Mark@yahoo.com,S9704492A,82714617,4,Bachelor,,,,
,Carlos,Milton,CarlosMilton,*CarlosMilton*321!,carlos_Milton@alibaba.com,S9236208R,99361031,21,Professional Certification,,,,
,Neil,Johnny,NeilJohnny,*NeilJohnny*321!,neil_Johnny@yahoo.com,S7329594Q,95254393,12,Master,,,,
,Stuart,Harvey,StuartHarvey,*StuartHarvey*321!,stuart_Harvey@huawei.com,S7513335B,85006699,21,PhD,,,,
,Luka,Troy,LukaTroy,*LukaTroy*321!,luka_Troy@yahoo.com,S7609779R,99023432,19,Diploma,,,,
,Stefan,Morris,StefanMorris,*StefanMorris*321!,stefan_Morris@gmail.com,S7321103E,81498597,30,Master,,,,
,Scott,Christopher,ScottChristopher,*ScottChristopher*321!,scott_Christopher@yahoo.com,S7534145W,92581237,29,PhD,,,,
,Hunter,Perry,HunterPerry,*HunterPerry*321!,hunter_Perry@huawei.com,T0021091T,80135404,14,Professional Certification,,,,
,Benjamin,Ron,BenjaminRon,*BenjaminRon*321!,benjamin_Ron@msn.com,S9119374C,95747178,9,PhD,,,,
,Keith,Harold,KeithHarold,*KeithHarold*321!,keith_Harold@huawei.com,S8403443I,93119729,6,Bachelor,,,,
,Stuart,Ted,StuartTed,*StuartTed*321!,stuart_Ted@huawei.com,S8302493K,89413812,25,Diploma,,,,
,Sebastian,Troy,SebastianTroy,*SebastianTroy*321!,sebastian_Troy@gmail.com,S9727537S,86996125,4,Diploma,,,,
,Ted,Perry,TedPerry,*TedPerry*321!,ted_Perry@huawei.com,S8226419D,98902590,21,Professional Certification,,,,
,Wiley,Ricardo,WileyRicardo,*WileyRicardo*321!,wiley_Ricardo@hotmail.com,T0008084L,88179693,12,Professional Certification,,,,
,Johnny,George,JohnnyGeorge,*JohnnyGeorge*321!,johnny_George@msn.com,S7807950A,93372608,24,Diploma,,,,
,Wade,Rick,WadeRick,*WadeRick*321!,wade_Rick@yahoo.com,S8138300Y,93917981,30,PhD,,,,
,Cedric,Victor,CedricVictor,*CedricVictor*321!,cedric_Victor@alibaba.com,S9414777R,82104700,24,Professional Certification,,,,
,Connor,Ricardo,ConnorRicardo,*ConnorRicardo*321!,connor_Ricardo@huawei.com,S7235083K,89651783,10,Bachelor,,,,
,Blake,Kingston,BlakeKingston,*BlakeKingston*321!,blake_Kingston@msn.com,S7538762Q,96081429,9,PhD,,,,
,Scott,Brian,ScottBrian,*ScottBrian*321!,scott_Brian@yahoo.com,S8901399W,86687340,3,Professional Certification,,,,
,Tommy,Cedric,TommyCedric,*TommyCedric*321!,tommy_Cedric@alibaba.com,S9408988M,88744570,27,Master,,,,
,Tristin,Jaime,TristinJaime,*TristinJaime*321!,tristin_Jaime@yahoo.com,S7912857A,94164259,26,Professional Certification,,,,
,Hector,Claude,HectorClaude,*HectorClaude*321!,hector_Claude@huawei.com,S8801992L,86144966,8,Diploma,,,,
,Ernest,Lewis,ErnestLewis,*ErnestLewis*321!,ernest_Lewis@gmail.com,S9608783G,86656768,23,Professional Certification,,,,
,Troy,Marlin,TroyMarlin,*TroyMarlin*321!,troy_Marlin@alibaba.com,T0001888R,88429690,6,Professional Certification,,,,
,Harold,Samuel,HaroldSamuel,*HaroldSamuel*321!,harold_Samuel@huawei.com,S9735477E,88333130,16,Bachelor,,,,
,Craig,Stefan,CraigStefan,*CraigStefan*321!,craig_Stefan@gmail.com,S8237713X,99247210,24,Bachelor,,,,
,Kingston,Liam,KingstonLiam,*KingstonLiam*321!,kingston_Liam@alibaba.com,S7738758C,94958058,16,PhD,,,,
,Claude,Antonio,ClaudeAntonio,*ClaudeAntonio*321!,claude_Antonio@hotmail.com,T0006697J,99349655,19,Professional Certification,,,,
,Perry,Joey,PerryJoey,*PerryJoey*321!,perry_Joey@huawei.com,S9320393S,84169376,24,Diploma,,,,
,Craig,George,CraigGeorge,*CraigGeorge*321!,craig_George@hotmail.com,S7236926M,80136872,5,Master,,,,
,Rick,Bruce,RickBruce,*RickBruce*321!,rick_Bruce@hotmail.com,S9827680Q,91391582,30,Professional Certification,,,,
,Arthur,Ramon,ArthurRamon,*ArthurRamon*321!,arthur_Ramon@huawei.com,S9433943I,85860332,8,Professional Certification,,,,
,Greyson,Keith,GreysonKeith,*GreysonKeith*321!,greyson_Keith@alibaba.com,S9730163W,80507433,18,Master,,,,
